project,cve,cwe,full_name,vul_version,vul_url,vul_zip,vul_markup_file,patch_version,patch_url,patch_zip,patch_markup_file
jackson-databind,CVE-2020-36185,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.7.zip,jackson-databind_CVE-2020-36185_jackson-databind-jackson-databind-2.9.10.7.csv,jackson-databind-jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.8.zip,jackson-databind_CVE-2020-36185_jackson-databind-jackson-databind-2.9.10.8.csv
swagger-codegen,CVE-2021-21364,CWE-732,swagger-api/swagger-codegen,swagger-codegen-2.4.18,https://github.com/swagger-api/swagger-codegen/releases/tag/v2.4.18,https://github.com/swagger-api/swagger-codegen/archive/refs/tags/v2.4.18.zip,swagger-codegen_CVE-2021-21364_swagger-codegen-2.4.18.csv,swagger-codegen-2.4.19,https://github.com/swagger-api/swagger-codegen/releases/tag/v2.4.19,https://github.com/swagger-api/swagger-codegen/archive/refs/tags/v2.4.19.zip,swagger-codegen_CVE-2021-21364_swagger-codegen-2.4.19.csv
jackrabbit,CVE-2016-6801,CWE-352,apache/jackrabbit,jackrabbit-jackrabbit-2.8.2,https://github.com/apache/jackrabbit/releases/tag/jackrabbit-2.8.2,https://github.com/apache/jackrabbit/archive/refs/tags/jackrabbit-2.8.2.zip,jackrabbit_CVE-2016-6801_jackrabbit-jackrabbit-2.8.2.csv,jackrabbit-jackrabbit-2.9.0,https://github.com/apache/jackrabbit/releases/tag/jackrabbit-2.9.0,https://github.com/apache/jackrabbit/archive/refs/tags/jackrabbit-2.9.0.zip,jackrabbit_CVE-2016-6801_jackrabbit-jackrabbit-2.9.0.csv
cxf,CVE-2015-5253,CWE-264,apache/cxf,cxf-cxf-3.1.2,https://github.com/apache/cxf/releases/tag/cxf-3.1.2,https://github.com/apache/cxf/archive/refs/tags/cxf-3.1.2.zip,cxf_CVE-2015-5253_cxf-cxf-3.1.2.csv,cxf-cxf-3.1.3,https://github.com/apache/cxf/releases/tag/cxf-3.1.3,https://github.com/apache/cxf/archive/refs/tags/cxf-3.1.3.zip,cxf_CVE-2015-5253_cxf-cxf-3.1.3.csv
qpid-broker-j,CVE-2016-4974,CWE-20,apache/qpid-broker-j,qpid-broker-j-6.0.3,https://github.com/apache/qpid-broker-j/releases/tag/6.0.3,https://github.com/apache/qpid-broker-j/archive/refs/tags/6.0.3.zip,qpid-broker-j_CVE-2016-4974_qpid-broker-j-6.0.3.csv,qpid-broker-j-6.0.4,https://github.com/apache/qpid-broker-j/releases/tag/6.0.4,https://github.com/apache/qpid-broker-j/archive/refs/tags/6.0.4.zip,qpid-broker-j_CVE-2016-4974_qpid-broker-j-6.0.4.csv
retrofit,CVE-2018-1000844,CWE-611,square/retrofit,retrofit-parent-2.4.0,https://github.com/square/retrofit/releases/tag/parent-2.4.0,https://github.com/square/retrofit/archive/refs/tags/parent-2.4.0.zip,retrofit_CVE-2018-1000844_retrofit-parent-2.4.0.csv,retrofit-parent-2.5.0,https://github.com/square/retrofit/releases/tag/parent-2.5.0,https://github.com/square/retrofit/archive/refs/tags/parent-2.5.0.zip,retrofit_CVE-2018-1000844_retrofit-parent-2.5.0.csv
vert.x,CVE-2018-12537,CWE-20,eclipse-vertx/vert.x,vert.x-3.4.2,https://github.com/eclipse-vertx/vert.x/releases/tag/3.4.2,https://github.com/eclipse-vertx/vert.x/archive/refs/tags/3.4.2.zip,vert.x_CVE-2018-12537_vert.x-3.4.2.csv,vert.x-3.6.2,https://github.com/eclipse-vertx/vert.x/releases/tag/3.6.2,https://github.com/eclipse-vertx/vert.x/archive/refs/tags/3.6.2.zip,vert.x_CVE-2018-12537_vert.x-3.6.2.csv
jackson-databind,CVE-2019-14439,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.9.zip,jackson-databind_CVE-2019-14439_jackson-databind-jackson-databind-2.9.9.csv,jackson-databind-jackson-databind-2.9.9.3,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.9.3,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.9.3.zip,jackson-databind_CVE-2019-14439_jackson-databind-jackson-databind-2.9.9.3.csv
myfaces,CVE-2011-4367,CWE-22,apache/myfaces,myfaces-myfaces-core-project-2.1.5,https://github.com/apache/myfaces/releases/tag/myfaces-core-project-2.1.5,https://github.com/apache/myfaces/archive/refs/tags/myfaces-core-project-2.1.5.zip,myfaces_CVE-2011-4367_myfaces-myfaces-core-project-2.1.5.csv,myfaces-myfaces-core-module-2.1.7,https://github.com/apache/myfaces/releases/tag/myfaces-core-module-2.1.7,https://github.com/apache/myfaces/archive/refs/tags/myfaces-core-module-2.1.7.zip,myfaces_CVE-2011-4367_myfaces-myfaces-core-module-2.1.7.csv
libpam4j,CVE-2017-12197,CWE-20,kohsuke/libpam4j,libpam4j-libpam4j-1.8,https://github.com/kohsuke/libpam4j/releases/tag/libpam4j-1.8,https://github.com/kohsuke/libpam4j/archive/refs/tags/libpam4j-1.8.zip,libpam4j_CVE-2017-12197_libpam4j-libpam4j-1.8.csv,libpam4j-libpam4j-1.9,https://github.com/kohsuke/libpam4j/releases/tag/libpam4j-1.9,https://github.com/kohsuke/libpam4j/archive/refs/tags/libpam4j-1.9.zip,libpam4j_CVE-2017-12197_libpam4j-libpam4j-1.9.csv
jackson-databind,CVE-2020-10968,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-10968_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-10968_jackson-databind-jackson-databind-2.9.10.5.csv
orientdb,CVE-2015-2912,CWE-352,orientechnologies/orientdb,orientdb-2.1.0,https://github.com/orientechnologies/orientdb/releases/tag/2.1.0,https://github.com/orientechnologies/orientdb/archive/refs/tags/2.1.0.zip,orientdb_CVE-2015-2912_orientdb-2.1.0.csv,orientdb-2.1.24,https://github.com/orientechnologies/orientdb/releases/tag/2.1.24,https://github.com/orientechnologies/orientdb/archive/refs/tags/2.1.24.zip,orientdb_CVE-2015-2912_orientdb-2.1.24.csv
vertx-web,CVE-2018-12542,CWE-22,vert-x3/vertx-web,vertx-web-3.5.3,https://github.com/vert-x3/vertx-web/releases/tag/3.5.3,https://github.com/vert-x3/vertx-web/archive/refs/tags/3.5.3.zip,vertx-web_CVE-2018-12542_vertx-web-3.5.3.csv,vertx-web-3.5.4,https://github.com/vert-x3/vertx-web/releases/tag/3.5.4,https://github.com/vert-x3/vertx-web/archive/refs/tags/3.5.4.zip,vertx-web_CVE-2018-12542_vertx-web-3.5.4.csv
jackson-databind,CVE-2020-9547,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-9547_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-9547_jackson-databind-jackson-databind-2.9.10.5.csv
commons-fileupload,CVE-2016-3092,CWE-20,apache/commons-fileupload,commons-fileupload-FILEUPLOAD_1_3_1,https://github.com/apache/commons-fileupload/releases/tag/FILEUPLOAD_1_3_1,https://github.com/apache/commons-fileupload/archive/refs/tags/FILEUPLOAD_1_3_1.zip,commons-fileupload_CVE-2016-3092_commons-fileupload-FILEUPLOAD_1_3_1.csv,commons-fileupload-commons-fileupload-1.3.2,https://github.com/apache/commons-fileupload/releases/tag/commons-fileupload-1.3.2,https://github.com/apache/commons-fileupload/archive/refs/tags/commons-fileupload-1.3.2.zip,commons-fileupload_CVE-2016-3092_commons-fileupload-commons-fileupload-1.3.2.csv
jackson-dataformat-xml,CVE-2016-7051,CWE-611,FasterXML/jackson-dataformat-xml,jackson-dataformat-xml-jackson-dataformat-xml-2.8.3,https://github.com/FasterXML/jackson-dataformat-xml/releases/tag/jackson-dataformat-xml-2.8.3,https://github.com/FasterXML/jackson-dataformat-xml/archive/refs/tags/jackson-dataformat-xml-2.8.3.zip,jackson-dataformat-xml_CVE-2016-7051_jackson-dataformat-xml-jackson-dataformat-xml-2.8.3.csv,jackson-dataformat-xml-jackson-dataformat-xml-2.8.4,https://github.com/FasterXML/jackson-dataformat-xml/releases/tag/jackson-dataformat-xml-2.8.4,https://github.com/FasterXML/jackson-dataformat-xml/archive/refs/tags/jackson-dataformat-xml-2.8.4.zip,jackson-dataformat-xml_CVE-2016-7051_jackson-dataformat-xml-jackson-dataformat-xml-2.8.4.csv
jackson-databind,CVE-2018-19360,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.7.zip,jackson-databind_CVE-2018-19360_jackson-databind-jackson-databind-2.9.7.csv,jackson-databind-jackson-databind-2.9.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.8.zip,jackson-databind_CVE-2018-19360_jackson-databind-jackson-databind-2.9.8.csv
jackson-databind,CVE-2020-36180,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.7.zip,jackson-databind_CVE-2020-36180_jackson-databind-jackson-databind-2.9.10.7.csv,jackson-databind-jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.8.zip,jackson-databind_CVE-2020-36180_jackson-databind-jackson-databind-2.9.10.8.csv
Openfire,CVE-2019-18393,CWE-22,igniterealtime/Openfire,Openfire-4.4.2,https://github.com/igniterealtime/Openfire/releases/tag/v4.4.2,https://github.com/igniterealtime/Openfire/archive/refs/tags/v4.4.2.zip,Openfire_CVE-2019-18393_Openfire-4.4.2.csv,Openfire-4.5.0,https://github.com/igniterealtime/Openfire/releases/tag/v4.5.0,https://github.com/igniterealtime/Openfire/archive/refs/tags/v4.5.0.zip,Openfire_CVE-2019-18393_Openfire-4.5.0.csv
swagger-parser,CVE-2017-1000208,CWE-502,swagger-api/swagger-parser,swagger-parser-1.0.27,https://github.com/swagger-api/swagger-parser/releases/tag/v1.0.27,https://github.com/swagger-api/swagger-parser/archive/refs/tags/v1.0.27.zip,swagger-parser_CVE-2017-1000208_swagger-parser-1.0.27.csv,swagger-parser-1.0.36,https://github.com/swagger-api/swagger-parser/releases/tag/v1.0.36,https://github.com/swagger-api/swagger-parser/archive/refs/tags/v1.0.36.zip,swagger-parser_CVE-2017-1000208_swagger-parser-1.0.36.csv
jackson-databind,CVE-2020-36189,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.7.zip,jackson-databind_CVE-2020-36189_jackson-databind-jackson-databind-2.9.10.7.csv,jackson-databind-jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.8.zip,jackson-databind_CVE-2020-36189_jackson-databind-jackson-databind-2.9.10.8.csv
commons-compress,CVE-2021-35517,CWE-770,apache/commons-compress,commons-compress-COMPRESS-1.7-RC2,https://github.com/apache/commons-compress/releases/tag/COMPRESS-1.7-RC2,https://github.com/apache/commons-compress/archive/refs/tags/COMPRESS-1.7-RC2.zip,commons-compress_CVE-2021-35517_commons-compress-COMPRESS-1.7-RC2.csv,commons-compress-1.21-RC1,https://github.com/apache/commons-compress/releases/tag/1.21-RC1,https://github.com/apache/commons-compress/archive/refs/tags/1.21-RC1.zip,commons-compress_CVE-2021-35517_commons-compress-1.21-RC1.csv
commons-compress,CVE-2018-11771,CWE-835,apache/commons-compress,commons-compress-rel-1.17,https://github.com/apache/commons-compress/releases/tag/rel/1.17,https://github.com/apache/commons-compress/archive/refs/tags/rel/1.17.zip,commons-compress_CVE-2018-11771_commons-compress-rel-1.17.csv,commons-compress-1.18-RC1,https://github.com/apache/commons-compress/releases/tag/1.18-RC1,https://github.com/apache/commons-compress/archive/refs/tags/1.18-RC1.zip,commons-compress_CVE-2018-11771_commons-compress-1.18-RC1.csv
jackson-databind,CVE-2019-14540,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.9.zip,jackson-databind_CVE-2019-14540_jackson-databind-jackson-databind-2.9.9.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2019-14540_jackson-databind-jackson-databind-2.9.10.5.csv
jackson-databind,CVE-2019-12086,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.8.zip,jackson-databind_CVE-2019-12086_jackson-databind-jackson-databind-2.9.8.csv,jackson-databind-jackson-databind-2.9.9.1,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.9.1,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.9.1.zip,jackson-databind_CVE-2019-12086_jackson-databind-jackson-databind-2.9.9.1.csv
jackson-databind,CVE-2021-20190,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10.6,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.6,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.6.zip,jackson-databind_CVE-2021-20190_jackson-databind-jackson-databind-2.9.10.6.csv,jackson-databind-jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.7.zip,jackson-databind_CVE-2021-20190_jackson-databind-jackson-databind-2.9.10.7.csv
jackson-databind,CVE-2017-17485,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.3,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.3,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.3.zip,jackson-databind_CVE-2017-17485_jackson-databind-jackson-databind-2.9.3.csv,jackson-databind-jackson-databind-2.9.4,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.4,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.4.zip,jackson-databind_CVE-2017-17485_jackson-databind-jackson-databind-2.9.4.csv
Resteasy,CVE-2020-1695,CWE-20,resteasy/resteasy,resteasy-4.0.0.Final,https://github.com/resteasy/resteasy/releases/tag/4.0.0.Final,https://github.com/resteasy/resteasy/archive/refs/tags/4.0.0.Final.zip,Resteasy_CVE-2020-1695_resteasy-4.0.0.Final.csv,resteasy-4.0.0.Beta6,https://github.com/resteasy/resteasy/releases/tag/4.0.0.Beta6,https://github.com/resteasy/resteasy/archive/refs/tags/4.0.0.Beta6.zip,Resteasy_CVE-2020-1695_resteasy-4.0.0.Beta6.csv
jackson-databind,CVE-2020-11620,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-11620_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-11620_jackson-databind-jackson-databind-2.9.10.5.csv
jackson-databind,CVE-2019-17267,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.9.zip,jackson-databind_CVE-2019-17267_jackson-databind-jackson-databind-2.9.9.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2019-17267_jackson-databind-jackson-databind-2.9.10.5.csv
cron-utils,CVE-2021-41269,CWE-94,jmrozanec/cron-utils,cron-utils-9.0.2,https://github.com/jmrozanec/cron-utils/releases/tag/9.0.2,https://github.com/jmrozanec/cron-utils/archive/refs/tags/9.0.2.zip,cron-utils_CVE-2021-41269_cron-utils-9.0.2.csv,cron-utils-9.1.6,https://github.com/jmrozanec/cron-utils/releases/tag/9.1.6,https://github.com/jmrozanec/cron-utils/archive/refs/tags/9.1.6.zip,cron-utils_CVE-2021-41269_cron-utils-9.1.6.csv
jackson-databind,CVE-2020-14061,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-14061_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-14061_jackson-databind-jackson-databind-2.9.10.5.csv
jackson-databind,CVE-2018-12022,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.4,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.4,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.4.zip,jackson-databind_CVE-2018-12022_jackson-databind-jackson-databind-2.9.4.csv,jackson-databind-jackson-databind-2.9.6,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.6,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.6.zip,jackson-databind_CVE-2018-12022_jackson-databind-jackson-databind-2.9.6.csv
undertow,CVE-2017-7559,CWE-444,undertow-io/undertow,undertow-2.0.0.Alpha1,https://github.com/undertow-io/undertow/releases/tag/2.0.0.Alpha1,https://github.com/undertow-io/undertow/archive/refs/tags/2.0.0.Alpha1.zip,undertow_CVE-2017-7559_undertow-2.0.0.Alpha1.csv,undertow-2.0.14.Final,https://github.com/undertow-io/undertow/releases/tag/2.0.14.Final,https://github.com/undertow-io/undertow/archive/refs/tags/2.0.14.Final.zip,undertow_CVE-2017-7559_undertow-2.0.14.Final.csv
keycloak,CVE-2014-3651,CWE-400,keycloak/keycloak,keycloak-1.0.3.Final,https://github.com/keycloak/keycloak/releases/tag/1.0.3.Final,https://github.com/keycloak/keycloak/archive/refs/tags/1.0.3.Final.zip,keycloak_CVE-2014-3651_keycloak-1.0.3.Final.csv,keycloak-1.0.4.Final,https://github.com/keycloak/keycloak/releases/tag/1.0.4.Final,https://github.com/keycloak/keycloak/archive/refs/tags/1.0.4.Final.zip,keycloak_CVE-2014-3651_keycloak-1.0.4.Final.csv
commons-email,CVE-2017-9801,CWE-20,apache/commons-email,commons-email-EMAIL_1_5_RC1,https://github.com/apache/commons-email/releases/tag/EMAIL_1_5_RC1,https://github.com/apache/commons-email/archive/refs/tags/EMAIL_1_5_RC1.zip,commons-email_CVE-2017-9801_commons-email-EMAIL_1_5_RC1.csv,commons-email-EMAIL_1_5,https://github.com/apache/commons-email/releases/tag/EMAIL_1_5,https://github.com/apache/commons-email/archive/refs/tags/EMAIL_1_5.zip,commons-email_CVE-2017-9801_commons-email-EMAIL_1_5.csv
netty,CVE-2014-3488,CWE-119,netty/netty,netty-netty-3.9.1.1.Final,https://github.com/netty/netty/releases/tag/netty-3.9.1.1.Final,https://github.com/netty/netty/archive/refs/tags/netty-3.9.1.1.Final.zip,netty_CVE-2014-3488_netty-netty-3.9.1.1.Final.csv,netty-netty-3.9.2.Final,https://github.com/netty/netty/releases/tag/netty-3.9.2.Final,https://github.com/netty/netty/archive/refs/tags/netty-3.9.2.Final.zip,netty_CVE-2014-3488_netty-netty-3.9.2.Final.csv
commons-fileupload,CVE-2014-0050,CWE-264,apache/commons-fileupload,commons-fileupload-FILEUPLOAD_1_3,https://github.com/apache/commons-fileupload/releases/tag/FILEUPLOAD_1_3,https://github.com/apache/commons-fileupload/archive/refs/tags/FILEUPLOAD_1_3.zip,commons-fileupload_CVE-2014-0050_commons-fileupload-FILEUPLOAD_1_3.csv,commons-fileupload-FILEUPLOAD_1_3_1_RC1,https://github.com/apache/commons-fileupload/releases/tag/FILEUPLOAD_1_3_1_RC1,https://github.com/apache/commons-fileupload/archive/refs/tags/FILEUPLOAD_1_3_1_RC1.zip,commons-fileupload_CVE-2014-0050_commons-fileupload-FILEUPLOAD_1_3_1_RC1.csv
commons-compress,CVE-2021-35515,CWE-835,apache/commons-compress,commons-compress-1.20-RC1,https://github.com/apache/commons-compress/releases/tag/1.20-RC1,https://github.com/apache/commons-compress/archive/refs/tags/1.20-RC1.zip,commons-compress_CVE-2021-35515_commons-compress-1.20-RC1.csv,commons-compress-1.21-RC1,https://github.com/apache/commons-compress/releases/tag/1.21-RC1,https://github.com/apache/commons-compress/archive/refs/tags/1.21-RC1.zip,commons-compress_CVE-2021-35515_commons-compress-1.21-RC1.csv
Resteasy,CVE-2016-9606,CWE-20,resteasy/resteasy,resteasy-3.1.1.Final,https://github.com/resteasy/resteasy/releases/tag/3.1.1.Final,https://github.com/resteasy/resteasy/archive/refs/tags/3.1.1.Final.zip,Resteasy_CVE-2016-9606_resteasy-3.1.1.Final.csv,resteasy-3.1.2.Final,https://github.com/resteasy/resteasy/releases/tag/3.1.2.Final,https://github.com/resteasy/resteasy/archive/refs/tags/3.1.2.Final.zip,Resteasy_CVE-2016-9606_resteasy-3.1.2.Final.csv
prime-jwt,CVE-2018-1000531,CWE-20,FusionAuth/fusionauth-jwt,fusionauth-jwt-1.3.0,https://github.com/FusionAuth/fusionauth-jwt/releases/tag/1.3.0,https://github.com/FusionAuth/fusionauth-jwt/archive/refs/tags/1.3.0.zip,prime-jwt_CVE-2018-1000531_fusionauth-jwt-1.3.0.csv,fusionauth-jwt-1.3.1,https://github.com/FusionAuth/fusionauth-jwt/releases/tag/1.3.1,https://github.com/FusionAuth/fusionauth-jwt/archive/refs/tags/1.3.1.zip,prime-jwt_CVE-2018-1000531_fusionauth-jwt-1.3.1.csv
shiro,CVE-2016-6802,CWE-284,apache/shiro,shiro-shiro-root-1.3.1,https://github.com/apache/shiro/releases/tag/shiro-root-1.3.1,https://github.com/apache/shiro/archive/refs/tags/shiro-root-1.3.1.zip,shiro_CVE-2016-6802_shiro-shiro-root-1.3.1.csv,shiro-shiro-root-1.3.2,https://github.com/apache/shiro/releases/tag/shiro-root-1.3.2,https://github.com/apache/shiro/archive/refs/tags/shiro-root-1.3.2.zip,shiro_CVE-2016-6802_shiro-shiro-root-1.3.2.csv
jackson-databind,CVE-2020-36188,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.7.zip,jackson-databind_CVE-2020-36188_jackson-databind-jackson-databind-2.9.10.7.csv,jackson-databind-jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.8.zip,jackson-databind_CVE-2020-36188_jackson-databind-jackson-databind-2.9.10.8.csv
jackson-databind,CVE-2020-11112,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-11112_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-11112_jackson-databind-jackson-databind-2.9.10.5.csv
snakeyaml,CVE-2017-18640,CWE-776,snakeyaml/snakeyaml,snakeyaml-snakeyaml-a27d3a306ce4,https://bitbucket.org/snakeyaml/snakeyaml/src/v1.17,https://bitbucket.org/snakeyaml/snakeyaml/get/a27d3a306ce43f3c3b18f72697bb97053a84ca8f.zip,snakeyaml_CVE-2017-18640_snakeyaml-snakeyaml-a27d3a306ce4.csv,snakeyaml-snakeyaml-e91772b1bc0b,https://bitbucket.org/snakeyaml/snakeyaml/src/snakeyaml-1.26,https://bitbucket.org/snakeyaml/snakeyaml/get/e91772b1bc0bc67e4fb60e4c19a1a7ba0a180896.zip,snakeyaml_CVE-2017-18640_snakeyaml-snakeyaml-e91772b1bc0b.csv
jackson-databind,CVE-2020-36179,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.7.zip,jackson-databind_CVE-2020-36179_jackson-databind-jackson-databind-2.9.10.7.csv,jackson-databind-jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.8.zip,jackson-databind_CVE-2020-36179_jackson-databind-jackson-databind-2.9.10.8.csv
